9000450, "44"
9000451, "0205000"
9000451, "41"
9000457, "0315000"
9000457, "86"
9000458, "0204000"
9000458, "42"
9000459, "0204000"
9000459, "42"
9000460, "0206000"
9000460, "31"
9000463, "0204000"
9000463, "49"
9000465, "0204000"
9000465, "42"
9000466, "0204000"
9000466, "49"
9000469, "0000099"
9000469, "21"
9000470, "0104000"
9000470, "99"
9000471, "0000099"
9000471, "12"
9000474, "0000099"
9000474, "86"
9000480, "0311000"
9000480, "0511603"
9000480, "80"
9000480, "81"
9000481, "0107000"
9000481, "59"
9000482, "0000099"
9000482, "12"
9000483, "0204000"
9000483, "43"
9000486, "0312000"
9000486, "45"
9000489, "0203000"
9000489, "61"
9000498, "0204000"
9000498, "0319000"
9000498, "44"
9000501, "0206000"
9000501, "55"
9000502, "0204000"
9000502, "49"
9000503, "0000099"
9000503, "12"
9000507, "0104000"
9000507, "99"
9000511, "0510303"
9000511, "12"
9000511, "53"
9000517, "0204000"
9000517, "44"
9000520, "0000099"
9000520, "21"
9000522, "0000099"
9000522, "21"
9000526, "0000099"
9000526, "31"
9000527, "0000099"
9000527, "99"
9000528, "0000099"
9000528, "99"
9000530, "0104000"
9000530, "99"
9000531, "0106000"
9000531, "12"
9000532, "0104000"
9000532, "99"
9000536, "0204000"
9000536, "42"
9000537, "0203000"
9000537, "61"
9000538, "0000099"
9000538, "21"
9000541, "0308000"
9000541, "56"
9000544, "0000099"
9000544, "21"
9000549, "0106000"
9000549, "13"
9000550, "0204000"
9000550, "42"
9000553, "0106000"
9000553, "13"
9000556, "0000099"
9000556, "61"
9000558, "0308000"
9000558, "59"
9000560, "0510403"
9000560, "31"
9000562, "0106000"
9000562, "13"
9000563, "0204000"
9000563, "43"
9000567, "0000099"
9000567, "21"
9000568, "0000099"
9000568, "21"
9000571, "0206000"
9000571, "55"
9000572, "0000099"
9000572, "12"
9000573, "0308000"
9000573, "55"
9000573, "57"
9000573, "59"
9000574, "0306000"
9000574, "56"
9000576, "0000099"
9000576, "12"
9000580, "0000099"
9000580, "21"
9000582, "0000099"
9000582, "21"
9000584, "0000099"
9000584, "21"
9000588, "0000099"
9000588, "21"
9000590, "0000099"
9000590, "21"
9000593, "0000099"
9000593, "21"
9000594, "0204000"
9000594, "44"
9000595, "0204000"
9000595, "42"
9000597, "0000099"
9000597, "31"
9000598, "0000099"
9000598, "11"
9000603, "0204000"
9000603, "42"
9000605, "0204000"
9000605, "0311000"
9000605, "43"
9000608, "0204000"
9000608, "0311000"
9000608, "43"
9000611, "0000099"
9000611, "31"
9000614, "0308000"
9000614, "53"
9000615, "0000099"
9000615, "21"
9000616, "0000099"
9000616, "21"
9000619, "0104000"
9000619, "99"
9000621, "0105000"
9000621, "53"
9000624, "0000099"
9000624, "21"
9000626, "0105000"
9000626, "54"
9000631, "0000099"
9000631, "21"
9000632, "0105000"
9000632, "54"
9000633, "0000099"
9000633, "61"
9000634, "0000099"
9000634, "12"
9000636, "0105000"
9000636, "56"
9000638, "0000099"
9000638, "42"
9000639, "0105000"
9000639, "56"
9000641, "0000099"
9000641, "12"
9000643, "0000099"
9000643, "21"
9000644, "0000099"
9000644, "61"
9000645, "0000099"
9000645, "21"
9000647, "0000099"
9000647, "61"
9000648, "0000099"
9000648, "11"
9000650, "0000099"
9000650, "86"
9000651, "0000099"
9000651, "12"
9000653, "0000099"
9000653, "12"
9000654, "0000099"
9000654, "42"
9000663, "0000099"
9000663, "12"
9000665, "0113000"
9000665, "61"
9000666, "0000099"
9000666, "81"
9000670, "0000099"
9000670, "31"
9000671, "0000099"
9000671, "42"
9000675, "0105000"
9000675, "56"
9000676, "0204000"
9000676, "43"
9000676, "44"
9000678, "0106000"
9000678, "13"
9000681, "0000099"
9000681, "31"
9000683, "0118000"
9000683, "0119000"
9000683, "45"
9000687, "0000099"
9000687, "21"
9000688, "0000099"
9000688, "21"
9000689, "0000099"
9000689, "31"
9000692, "0000099"
9000692, "45"
9000697, "0000099"
9000697, "13"
9000706, "0113000"
9000706, "0116000"
9000706, "71"
9000710, "0000099"
9000710, "61"
9000711, "0000099"
9000711, "31"
9000712, "0204000"
9000712, "44"
9000713, "0000099"
9000713, "13"
9000716, "0000099"
9000716, "21"
9000720, "0105000"
9000720, "53"
9000725, "0105000"
9000725, "59"
9000726, "0000099"
9000726, "12"
9000729, "0000099"
9000729, "13"
9000730, "0000099"
9000730, "31"
9000731, "0000099"
9000731, "13"
9000732, "0105000"
9000732, "54"
9000734, "0000099"
9000734, "12"
9000735, "0105000"
9000735, "55"
9000739, "0105000"
9000739, "56"
9000740, "0000099"
9000740, "12"
9000741, "0106000"
9000741, "12"
9000742, "0000099"
9000742, "21"
9000744, "0105000"
9000744, "54"
9000745, "0000099"
9000745, "12"
9000746, "0000099"
9000746, "12"
9000748, "0000099"
9000748, "12"
9000753, "0105000"
9000753, "54"
9000757, "0000099"
9000757, "12"
9000758, "0105000"
9000758, "54"
9000759, "0105000"
9000759, "59"
9000762, "0000099"
9000762, "45"
9000765, "0000099"
9000765, "31"
9000766, "0105000"
9000766, "55"
9000767, "0000099"
9000767, "13"
9000769, "0000099"
9000769, "86"
9000770, "0000099"
9000770, "31"
9000772, "0105000"
9000772, "56"
9000779, "0105000"
9000779, "53"
9000780, "0000099"
9000780, "45"
9000780, "81"
9000781, "0000099"
9000781, "12"
9000782, "0106000"
9000782, "12"
9000785, "0106000"
9000785, "57"
9000787, "0113000"
9000787, "61"
9000794, "0105000"
9000794, "59"
9000795, "0000099"
9000795, "42"
9000797, "0000099"
9000797, "42"
9000798, "0106000"
9000798, "13"
9000801, "0000099"
9000801, "61"
9000802, "0000099"
9000802, "31"
9000803, "0000099"
9000803, "0108000"
9000803, "61"
9000806, "0204000"
9000806, "43"
9000810, "0113000"
9000810, "61"
9000813, "0105000"
9000813, "56"
9000814, "0000099"
9000814, "13"
9000815, "0105000"
9000815, "54"
9000816, "0000099"
9000816, "45"
9000818, "0105000"
9000818, "54"
9000823, "0000099"
9000823, "31"
9000825, "0000099"
9000825, "12"
9000826, "0000099"
9000826, "12"
9000827, "0116000"
9000827, "71"
9000829, "0000099"
9000829, "61"
9000833, "0113000"
9000833, "61"
9000838, "0204000"
9000838, "42"
9000839, "0000099"
9000839, "21"
9000842, "0105000"
9000842, "59"
9000843, "0000099"
9000843, "61"
9000844, "0000099"
9000844, "61"
9000845, "0113000"
9000845, "0116000"
9000845, "71"
9000846, "0000099"
9000846, "61"
9000852, "0000099"
9000852, "12"
9000859, "0000099"
9000859, "31"
9000860, "0000099"
9000860, "12"
9000860, "45"
9000860, "61"
9000863, "0105000"
9000863, "55"
9000864, "0000099"
9000864, "61"
9000865, "0000099"
9000865, "12"
9000866, "0000099"
9000866, "41"
9000868, "0000099"
9000868, "12"
9000869, "0000099"
9000869, "12"
9000871, "0000099"
9000871, "31"
9000874, "0000099"
9000874, "21"
9000875, "0000099"
9000875, "61"
9000877, "0000099"
9000877, "21"
9000879, "0000099"
9000879, "12"
9000884, "0000099"
9000884, "12"
9000887, "0000099"
9000887, "61"
9000888, "0105000"
9000888, "59"
9000892, "0308000"
9000892, "53"
9000893, "0000099"
9000893, "61"
9000894, "0108000"
9000894, "0206000"
9000894, "0308000"
9000894, "0510403"
9000894, "31"
9000894, "55"
9000899, "0205000"
9000899, "41"
9000903, "0204000"
9000903, "42"
9000907, "0000099"
9000907, "13"
9000915, "0000099"
9000915, "42"
9000921, "0308000"
9000921, "56"
9000925, "0308000"
9000925, "0400000"
9000925, "56"
9000925, "57"
9000926, "0304010"
9000926, "54"
9000927, "0304000"
9000927, "0304010"
9000927, "54"
9000930, "0000099"
9000930, "31"
9000933, "0000099"
9000933, "12"
9000935, "0000099"
9000935, "12"
9000937, "0000099"
9000937, "21"
9000938, "0000099"
9000938, "21"
9000939, "0000099"
9000939, "13"
9000941, "0000099"
9000941, "13"
9000942, "0000099"
9000942, "13"
9000943, "0000099"
9000943, "61"
9000944, "0201000"
9000944, "0204000"
9000944, "61"
9000945, "0204000"
9000945, "42"
9000955, "0105000"
9000955, "12"
9000959, "0204000"
9000959, "49"
9000962, "0000099"
9000962, "99"
9000964, "0000099"
9000964, "61"
9000964, "81"
9000968, "0000099"
9000968, "21"
9000969, "0000099"
9000969, "21"
9000970, "0312000"
9000970, "45"
9000977, "0000099"
9000977, "12"
9000978, "0000099"
9000978, "42"
9000979, "0105000"
9000979, "56"
9000984, "0113000"
9000984, "69"
9000986, "0105000"
9000986, "54"
9000993, "0204000"
9000993, "42"
9000994, "0204000"
9000994, "42"
9000997, "0000099"
9000997, "12"
9000999, "0000099"
9000999, "21"
9001001, "0000099"
9001001, "12"
9001005, "0206000"
9001005, "31"
9001008, "0000099"
9001008, "21"
9001009, "0205000"
9001009, "41"
9001011, "0000099"
9001011, "21"
9001012, "0000099"
9001012, "21"
9001015, "0315000"
9001015, "86"
9001017, "0000099"
9001017, "42"
9001023, "0204000"
9001023, "44"
9001024, "0000099"
9001024, "86"
9001027, "0000099"
9001027, "21"
9001029, "0000099"
9001029, "99"
9001030, "0000099"
9001030, "99"
9001033, "0106000"
9001033, "53"
9001033, "55"
9001033, "57"
9001036, "0000099"
9001036, "45"
9001042, "0308000"
9001042, "57"
9001044, "0205000"
9001044, "41"
9001045, "0000099"
9001045, "61"
9001046, "0000099"
9001046, "87"
9001047, "0000099"
9001047, "45"
9001051, "0000099"
9001051, "45"
9001052, "0106000"
9001052, "57"
9001054, "0106000"
9001054, "13"
9001055, "0000099"
9001055, "20"
9001055, "61"
9001056, "0000099"
9001056, "12"
9001058, "0000099"
9001058, "61"
9001059, "0000099"
9001059, "21"
9001061, "0000099"
9001061, "21"
9001062, "0000099"
9001062, "21"
9001063, "0000099"
9001063, "12"
9001064, "0000099"
9001064, "21"
9001065, "0201000"
9001065, "0312000"
9001065, "45"
9001066, "0000099"
9001066, "82"
9001069, "0204000"
9001069, "49"
9001073, "0116000"
9001073, "72"
9001078, "0315000"
9001078, "86"
9001079, "0315000"
9001079, "86"
9001081, "0201000"
9001081, "61"
9001086, "0315000"
9001086, "82"
9001088, "0000099"
9001088, "21"
9001089, "0000099"
9001089, "21"
9001090, "0000099"
9001090, "21"
9001095, "0308000"
9001095, "53"
9001096, "0000099"
9001096, "21"
9001103, "0000099"
9001103, "21"
9001104, "0313000"
9001104, "88"
9001106, "0106000"
9001106, "13"
9001107, "0315000"
9001107, "86"
9001108, "0000099"
9001108, "45"
9001115, "0000099"
9001115, "99"
9001116, "0313000"
9001116, "88"
9001120, "0312000"
9001120, "45"
9001126, "0000099"
9001126, "13"
9001127, "0313000"
9001127, "45"
9001134, "0315000"
9001134, "86"
9001137, "0000099"
9001137, "13"
9001139, "0319000"
9001139, "41"
9001146, "0000099"
9001146, "31"
9001152, "0308000"
9001152, "56"
9001154, "0000099"
9001154, "21"
9001156, "0000099"
9001156, "45"
9001157, "0000099"
9001157, "61"
9001164, "0000099"
9001164, "86"
9001169, "0204000"
9001169, "49"
9001170, "0206000"
9001170, "55"
9001172, "0000099"
9001172, "45"
9001173, "0000099"
9001173, "12"
9001175, "0000099"
9001175, "12"
9001176, "0106000"
9001176, "12"
9001178, "0000099"
9001178, "13"
9001179, "0312000"
9001179, "45"
9001181, "0000099"
9001181, "11"
9001183, "0313000"
9001183, "88"
9001186, "0000099"
9001186, "21"
9001187, "0000099"
9001187, "21"
9001194, "0000099"
9001194, "21"
9001195, "0000099"
9001195, "21"
9001196, "0109000"
9001196, "56"
9001204, "0106000"
9001204, "10"
9001207, "0308000"
9001207, "53"
9001213, "0000099"
9001213, "71"
9001217, "0000099"
9001217, "99"
9001218, "0000099"
9001218, "99"
9001220, "0313000"
9001220, "88"
9001222, "0510601"
9001222, "61"
9001223, "0000099"
9001223, "21"
9001224, "0203000"
9001224, "61"
9001229, "0313000"
9001229, "88"
9001233, "0104000"
9001233, "99"
9001234, "0000099"
9001234, "21"
9001236, "0000099"
9001236, "21"
9001241, "0000099"
9001241, "31"
9001243, "0313000"
9001243, "88"
9001247, "0000099"
9001247, "21"
9001248, "0000099"
9001248, "31"
9001249, "0315000"
9001249, "86"
9001256, "0304000"
9001256, "0304010"
9001256, "54"
9001258, "0000099"
9001258, "61"
9001260, "0000099"
9001260, "61"
9001262, "0201000"
9001262, "0302000"
9001262, "0312000"
9001262, "45"
9001265, "0315000"
9001265, "86"
9001267, "0000099"
9001267, "45"
9001268, "0205000"
9001268, "41"
9001269, "0000099"
9001269, "41"
9001270, "0106000"
9001270, "13"
9001272, "0206000"
9001272, "55"
9001273, "0000099"
9001273, "21"
9001274, "0000099"
9001274, "21"
9001275, "0313000"
9001275, "88"
9001284, "0000099"
9001284, "21"
9001294, "0000099"
9001294, "45"
9001295, "0000099"
9001295, "21"
9001298, "0000099"
9001298, "21"
9001304, "0208000"
9001304, "0312000"
9001304, "45"
9001307, "0000099"
9001307, "45"
9001308, "0000099"
9001308, "13"
9001309, "0312000"
9001309, "45"
9001310, "0319000"
9001310, "41"
9001312, "0315000"
9001312, "86"
9001317, "0000099"
9001317, "61"
9001318, "0315000"
9001318, "86"
9001323, "0312000"
9001323, "45"
9001329, "0201000"
9001329, "0302000"
9001329, "0312000"
9001329, "45"
9001332, "0000099"
9001332, "12"
9001333, "0105000"
9001333, "53"
9001334, "0105000"
9001334, "55"
9001335, "0106000"
9001335, "13"
9001336, "0000912"
9001336, "20"
9001336, "30"
9001339, "0000099"
9001339, "61"
9001341, "0000099"
9001341, "61"
9001343, "0313000"
9001343, "88"
9001344, "0000099"
9001344, "21"
9001345, "0312000"
9001345, "45"
9001349, "0203000"
9001349, "61"
9001351, "0203000"
9001351, "61"
9001353, "0106000"
9001353, "55"
9001354, "0308000"
9001354, "53"
9001357, "0000099"
9001357, "21"
9001360, "0000099"
9001360, "11"
9001362, "0000099"
9001362, "12"
9001365, "0000099"
9001365, "21"
9001371, "0112000"
9001371, "55"
9001372, "0000099"
9001372, "21"
9001375, "0000099"
9001375, "61"
9001376, "0000099"
9001376, "11"
9001378, "0106000"
9001378, "19"
9001381, "0000099"
9001381, "12"
9001384, "0315000"
9001384, "86"
9001389, "0000099"
9001389, "13"
9001391, "0201000"
9001391, "0302000"
9001391, "0312000"
9001391, "45"
9001392, "0000099"
9001392, "21"
9001397, "0204000"
9001397, "44"
9001398, "0113000"
9001398, "0116000"
9001398, "79"
9001399, "0200000"
9001399, "0312000"
9001399, "89"
9001400, "0000099"
9001400, "21"
9001401, "0000099"
9001401, "21"
9001402, "0000099"
9001402, "21"
9001404, "0000099"
9001404, "21"
9001411, "0000099"
9001411, "21"
9001412, "0316000"
9001412, "12"
9001413, "0000099"
9001413, "86"
9001417, "0106000"
9001417, "13"
9001421, "0000099"
9001421, "21"
9001425, "0308000"
9001425, "53"
9001426, "0000099"
9001426, "11"
9001432, "0205000"
9001432, "41"
9001433, "0205000"
9001433, "41"
9001434, "0313010"
9001434, "41"
9001438, "0000099"
9001438, "12"
9001439, "0000099"
9001439, "13"
9001440, "0315000"
9001440, "86"
9001442, "0000099"
9001442, "12"
9001446, "0205000"
9001446, "41"
9001447, "0104000"
9001447, "99"
9001449, "0000099"
9001449, "21"
9001458, "0000099"
9001458, "99"
9001462, "0000099"
9001462, "12"
9001463, "0000099"
9001463, "21"
9001465, "0000099"
9001465, "13"
9001468, "0311000"
9001468, "42"
9001471, "0311000"
9001471, "42"
9001475, "0000099"
9001475, "21"
9001476, "0000099"
9001476, "13"
9001478, "0000099"
9001478, "21"
9001483, "0000099"
9001483, "21"
9001485, "0000099"
9001485, "12"
9001486, "0203000"
9001486, "0314000"
9001486, "81"
9001488, "0000099"
9001488, "21"
9001490, "0102000"
9001490, "61"
9001493, "0203000"
9001493, "61"
9001494, "0304000"
9001494, "0304010"
9001494, "54"
9001495, "0308000"
9001495, "31"
9001497, "0510204"
9001497, "0510604"
9001497, "0512004"
9001497, "30"
9001502, "0106000"
9001502, "13"
9001510, "0203000"
9001510, "61"
9001511, "0205000"
9001511, "41"
9001513, "0000099"
9001513, "21"
9001518, "0106000"
9001518, "13"
9001519, "0106000"
9001519, "13"
9001520, "0311000"
9001520, "45"
9001523, "0000099"
9001523, "21"
9001524, "0000099"
9001524, "81"
9001530, "0201000"
9001530, "61"
9001531, "0304010"
9001531, "42"
9001533, "0000099"
9001533, "61"
9001535, "0000099"
9001535, "45"
9001543, "0312000"
9001543, "45"
9001556, "0106000"
9001556, "0510403"
9001556, "0522100"
9001556, "13"
9001556, "57"
9001558, "0107000"
9001558, "0510403"
9001558, "20"
9001558, "30"
9001566, "0105000"
9001566, "12"
9001574, "0000099"
9001574, "21"
9001578, "0000099"
9001578, "21"
9001579, "0311000"
9001579, "42"
9001580, "0102000"
9001580, "45"
9001580, "61"
9001582, "0000099"
9001582, "99"
9001583, "0313040"
9001583, "43"
9001586, "0308000"
9001586, "53"
9001587, "0312000"
9001587, "45"
9001588, "0000099"
9001588, "84"
9001590, "0000099"
9001590, "12"
9001596, "0106000"
9001596, "13"
9001600, "0206000"
9001600, "55"
9001601, "0109000"
9001601, "54"
9001603, "0204000"
9001603, "42"
9001606, "0000099"
9001606, "21"
9001610, "0304000"
9001610, "0304010"
9001610, "54"
9001612, "0000099"
9001612, "11"
9001615, "0000099"
9001615, "72"
9001618, "0000912"
9001618, "0104000"
9001618, "31"
9001618, "55"
9001619, "0000099"
9001619, "31"
9001621, "0202000"
9001621, "0204000"
9001621, "44"
9001628, "0106000"
9001628, "0522100"
9001628, "13"
9001629, "0000099"
9001629, "21"
9001630, "0000099"
9001630, "11"
9001631, "0000099"
9001631, "21"
9001633, "0000099"
9001633, "21"
9001635, "0000099"
9001635, "21"
9001637, "0000099"
9001637, "12"
9001642, "0203000"
9001642, "61"
9001644, "0203000"
9001644, "61"
9001645, "0000099"
9001645, "13"
9001647, "0106000"
9001647, "13"
9001648, "0204000"
9001648, "42"
9001651, "0108000"
9001651, "0206000"
9001651, "0308000"
9001651, "0510204"
9001651, "31"
9001651, "55"
9001652, "0000099"
9001652, "61"
9001652, "81"
9001654, "0313040"
9001654, "0316000"
9001654, "49"
9001654, "59"
9001657, "0000099"
9001657, "99"
9001658, "0000912"
9001658, "0104000"
9001658, "31"
9001658, "55"
9001662, "0106000"
9001662, "57"
9001663, "0000099"
9001663, "21"
9001664, "0201000"
9001664, "81"
9001667, "0000099"
9001667, "71"
9001667, "89"
9001668, "0201000"
9001668, "81"
9001669, "0000099"
9001669, "21"
9001677, "0000099"
9001677, "21"
9001678, "0106000"
9001678, "12"
9001685, "0304000"
9001685, "0304010"
9001685, "54"
9001685, "89"
9001689, "0000099"
9001689, "21"
9001690, "0106000"
9001690, "53"
9001690, "55"
9001690, "57"
9001691, "0106000"
9001691, "57"
9001693, "0000099"
9001693, "21"
9001695, "0510404"
9001695, "61"
9001696, "0000099"
9001696, "21"
9001697, "0000099"
9001697, "12"
9001698, "0106000"
9001698, "57"
9001699, "0203000"
9001699, "61"
9001701, "0000099"
9001701, "61"
9001701, "81"
9001702, "0000099"
9001702, "21"
9001704, "0106000"
9001704, "57"
9001705, "0107000"
9001705, "59"
9001707, "0000099"
9001707, "21"
9001710, "0000099"
9001710, "21"
9001712, "0000099"
9001712, "21"
9001714, "0000099"
9001714, "12"
9001717, "0000099"
9001717, "12"
9001721, "0000099"
9001721, "21"
9001722, "0000099"
9001722, "21"
9001726, "0000099"
9001726, "21"
9001729, "0000099"
9001729, "21"
9001730, "0203000"
9001730, "61"
9001733, "0308000"
9001733, "57"
9001733, "59"
9001734, "0000099"
9001734, "21"
9001735, "0000099"
9001735, "21"
9001736, "0000099"
9001736, "21"
9001737, "0000099"
9001737, "21"
9001738, "0000099"
9001738, "42"
9001744, "0000099"
9001744, "13"
9001747, "0319000"
9001747, "41"
9001751, "0107000"
9001751, "59"
9001753, "0000099"
9001753, "13"
9001755, "0000099"
9001755, "61"
9001756, "0104000"
9001756, "99"
9001757, "0120000"
9001757, "20"
9001757, "60"
9001758, "0510403"
9001758, "55"
9001758, "61"
9001759, "0201000"
9001759, "61"
9001760, "0000099"
9001760, "21"
9001761, "0000099"
9001761, "82"
9001762, "0000099"
9001762, "11"
9001770, "0106000"
9001770, "13"
9001771, "0317000"
9001771, "54"
9001777, "0000099"
9001777, "21"
9001778, "0000099"
9001778, "31"
9001779, "0206000"
9001779, "55"
9001784, "0000099"
9001784, "21"
9001788, "0000099"
9001788, "21"
9001790, "0000099"
9001790, "21"
9001792, "0000099"
9001792, "21"
9001793, "0000099"
9001793, "21"
9001794, "0000099"
9001794, "21"
9001796, "0000099"
9001796, "21"
9001801, "0000099"
9001801, "21"
9001805, "0000099"
9001805, "21"
9001807, "0313000"
9001807, "45"
9001819, "0105000"
9001819, "12"
9001828, "0312000"
9001828, "45"
9001832, "0000099"
9001832, "45"
9001837, "0106000"
9001837, "0522100"
9001837, "53"
9001842, "0000099"
9001842, "21"
9001846, "0313000"
9001846, "82"
9001847, "0312000"
9001847, "0315000"
9001847, "72"
9001848, "0204000"
9001848, "0311000"
9001848, "43"
9001851, "0304010"
9001851, "54"
9001854, "0000099"
9001854, "13"
9001857, "0000099"
9001857, "21"
9001859, "0000099"
9001859, "21"
9001860, "0000099"
9001860, "21"
9001861, "0000099"
9001861, "21"
9001862, "0000099"
9001862, "21"
9001864, "0000099"
9001864, "21"
9001872, "0308000"
9001872, "53"
9001874, "0106000"
9001874, "13"
9001876, "0106000"
9001876, "12"
9001878, "0000099"
9001878, "21"
9001881, "0000099"
9001881, "21"
9001883, "0000099"
9001883, "21"
9001886, "0000099"
9001886, "13"
9001887, "0000099"
9001887, "13"
9001890, "0000099"
9001890, "61"
9001891, "0000099"
9001891, "21"
9001895, "0000099"
9001895, "21"
9001897, "0000099"
9001897, "21"
9001903, "0000099"
9001903, "21"
9001914, "0106000"
9001914, "0522100"
9001914, "57"
9001919, "0205000"
9001919, "41"
9001921, "0203000"
9001921, "61"
9001924, "0000099"
9001924, "21"
9001930, "0204000"
9001930, "42"
9001936, "0104000"
9001936, "99"
9001940, "0000099"
9001940, "61"
